source,target
caadria2008_10_session1b_081,Hannu Penttilä
caadria2008_10_session1b_081,Markus Peter
caadria2008_10_session1b_081,Dietrich Elger
caadria2008_11_session2a_093,Hyun Soo Lee
caadria2008_11_session2a_093,Ju Hyun Lee
caadria2008_12_session2a_103,Wun-Bin Yang
caadria2008_12_session2a_103,Ji-Hyun Lee
caadria2008_13_session2a_110,Wiboonsiri Wiboonma
caadria2008_13_session2a_110,Pinyo Jinuntuya
caadria2008_13_session2a_110,Pizzanu Kanongchaiyos
caadria2008_14_session2a_117,Kui Yue
caadria2008_14_session2a_117,Casey Hickerson
caadria2008_14_session2a_117,Ramesh Krishnamurti
caadria2008_15_session2a_125,Ganapathy Mahalingam
caadria2008_16_session2a_132,Anand Bhatt
caadria2008_17_session2a_143,Pornpis Kaewlai
caadria2008_17_session2a_143,Pinyo Jinuntuya
caadria2008_17_session2a_143,Pizzanu Kanongchaiyos
caadria2008_18_session3a_153,John S. Gero
caadria2008_18_session3a_153,Kazjon S. Grace
caadria2008_18_session3a_153,Robert Saunders
caadria2008_19_session3a_161,Yeonjoo Oh
caadria2008_19_session3a_161,Mark D. Gross
caadria2008_19_session3a_161,Ellen Yi-Luen Do
caadria2008_1_session1a_014,Tomohiro Fukuda
caadria2008_1_session1a_014,Atsuko Kaga
caadria2008_1_session1a_014,Yosuke Takada
caadria2008_20_session3a_168,Ju-Hung Lan
caadria2008_21_session3a_174,Ju-Hung Lan
caadria2008_21_session3a_174,Kai-Han Chung
caadria2008_22_session3a_180,Li Li
caadria2008_22_session3a_180,Jingwen Gu
caadria2008_22_session3a_180,Jing Ma
caadria2008_23_session3a_185,Kathryn Merrick
caadria2008_23_session3a_185,Mary Lou Maher
caadria2008_23_session3a_185,Rob Saunders
caadria2008_24_session3a_193,Tajin Biswas
caadria2008_24_session3a_193,Tsung-Hsien Wang
caadria2008_24_session3a_193,Ramesh Krishnamurti
caadria2008_25_session3b_205,Mi-Yun Kim
caadria2008_25_session3b_205,Jin-Won Choi
caadria2008_26_session3b_213,Leman Figen Gül
caadria2008_27_session3b_221,Tristan Al-Haddad
caadria2008_28_session3b_229,Hyoung-June Park
caadria2008_28_session3b_229,Young-Kyu Park
caadria2008_29_session3b_236,Walaiporn Nakapan
caadria2008_29_session3b_236,Somkidt Yindeeyoungyeon
caadria2008_2_session1a_022,Dounas Theodoros
caadria2008_2_session1a_022,Kotsiopoulos M. Anastasios
caadria2008_30_session3b_244,Bahram Tayyar
caadria2008_31_session3b_251,Ruht Tantachamroon
caadria2008_31_session3b_251,Acharawan Chutarat
caadria2008_32_session4a_263,Jeff W.T. Kan
caadria2008_32_session4a_263,John S. Gero
caadria2008_33_session4a_271,Tomohiro Fukuda
caadria2008_33_session4a_271,Atsuko Kaga
caadria2008_33_session4a_271,Takanori Terashima
caadria2008_34_session4a_278,Thomas Fischer
caadria2008_35_session4a_285,Cheng-An Pan
caadria2008_35_session4a_285,Taysheng Jeng
caadria2008_36_session4a_293,Marc Aurel Schnabel
caadria2008_36_session4a_293,Xiangyu Wang
caadria2008_36_session4a_293,Hartmut Seichter
caadria2008_36_session4a_293,Thomas Kvan
caadria2008_37_session4a_300,Giuseppe Pellitteri
caadria2008_37_session4a_300,Salvatore Concialdi
caadria2008_37_session4a_300,Raimondo Lattuca
caadria2008_38_session4a_309,John S. Gero
caadria2008_38_session4a_309,Nick Kelly
caadria2008_39_session4b_321,Christiane Marger Herr
caadria2008_39_session4b_321,Justyna Karakiewicz
caadria2008_3_session1a_029,Michael A. Ambrose
caadria2008_3_session1a_029,Carl Lostritto
caadria2008_3_session1a_029,Luc Wilson
caadria2008_40_session4b_328,Chieh-Jen Lin
caadria2008_40_session4b_328,Mao-Lin Chiu
caadria2008_41_session4b_335,Biao Li
caadria2008_41_session4b_335,Rong Li
caadria2008_41_session4b_335,Xue Kai
caadria2008_41_session4b_335,Liu Chang
caadria2008_41_session4b_335,Gao Qin
caadria2008_42_session4b_343,Carlos Barrios
caadria2008_42_session4b_343,Damien Alomar
caadria2008_43_session4b_350,Rui Chen
caadria2008_43_session4b_350,Xiangyu Wang
caadria2008_44_session4b_357,Jeremy J. Ham
caadria2008_45_session4b_364,Katsuhiko Muramoto
caadria2008_45_session4b_364,Sonali Kumar
caadria2008_45_session4b_364,Michael Jemtrud
caadria2008_45_session4b_364,Danielle Wiley
caadria2008_46_session5a_375,Makoto Otani
caadria2008_46_session5a_375,Tatsuya Kishimoto
caadria2008_47_session5a_383,Mercedes Paulini
caadria2008_47_session5a_383,Marc Aurel Schnabel
caadria2008_48_session5a_391,S. Kacher
caadria2008_48_session5a_391,Gilles Halin
caadria2008_49_session5a_399,V. Anuradha
caadria2008_49_session5a_399,Minal Sabnis
caadria2008_49_session5a_399,Vennila Thirumavalavn
caadria2008_4_session1a_036,Ben Coorey
caadria2008_50_session5a_409,Ginette M. Wessel
caadria2008_50_session5a_409,Eric J. Sauda
caadria2008_50_session5a_409,Remco Chang
caadria2008_51_session5a_417,Heimo Schimek
caadria2008_51_session5a_417,Milena Stavric
caadria2008_51_session5a_417,Albert Wiltsche
caadria2008_52_session5a_426,Atsuko Kaga
caadria2008_52_session5a_426,Yasuko Matsunaga
caadria2008_52_session5a_426,Kenichi Sakai
caadria2008_52_session5a_426,Tomohiro Fukuda
caadria2008_53_session5b_437,Michael A. Ambrose
caadria2008_53_session5b_437,Lisa Lacharité-Lostritto
caadria2008_54_session5b_445,Ahmad Rafi
caadria2008_54_session5b_445,Mastura Yunan
caadria2008_54_session5b_445,Mazlan Mahadzir
caadria2008_54_session5b_445,Abdul Halim
caadria2008_55_session5b_452,Jae Wan Park
caadria2008_55_session5b_452,Yunseok Oscar Kang
caadria2008_55_session5b_452,Kostas Terzidis
caadria2008_56_session5b_459,Marc Aurel Schnabel
caadria2008_57_session6a_472,S. Lim
caadria2008_57_session6a_472,Miquel Prats
caadria2008_57_session6a_472,Scott C. Chase
caadria2008_57_session6a_472,Steve Garner
caadria2008_58_session6a_479,Shiro Matsushima
caadria2008_58_session6a_479,Rie Takenaka
caadria2008_58_session6a_479,Daisuke Sasaki
caadria2008_59_session6a_487,C. Chevrier
caadria2008_59_session6a_487,J.P. Perrin
caadria2008_5_session1a_042,Chiung-Hui Chen
caadria2008_60_session6a_494,Xiangyu Wang
caadria2008_60_session6a_494,Rui Chen
caadria2008_61_session6a_501,Peter Christensen
caadria2008_61_session6a_501,Marc Aurel Schnabel
caadria2008_62_session6a_510,Nancy Diniz
caadria2008_63_session6b_522,Athanassios Economou
caadria2008_63_session6b_522,Gernot Riether
caadria2008_64_session6b_529,Jörg Rügemer
caadria2008_65_session6b_536,Nuttawut Puttipong
caadria2008_66_session6b_544,Russell Lowe
caadria2008_67_session6b_552,Hyoung-June Park
caadria2008_68_session7a_564,Shun Watanabe
caadria2008_68_session7a_564,Yu Nishikawa
caadria2008_69_session7a_572,Jumphon Lertlakkhanakul
caadria2008_69_session7a_572,Seoyoung Lee
caadria2008_69_session7a_572,Jin-Won Choi
caadria2008_6_session1b_053,Ning Gu
caadria2008_6_session1b_053,Vishal Singh 
caadria2008_6_session1b_053,London Kerry
caadria2008_6_session1b_053,Ljiljana Brankovic
caadria2008_6_session1b_053,Taylor Claudelle
caadria2008_70_session7a_579,Beng-Kiang Tan
caadria2008_70_session7a_579,Daniel Jun Chung Hii
caadria2008_71_session7a_587,Rabee M. Reffat
caadria2008_71_session7a_587,Yaman Khaeruzzaman
