source,target
caadria1999_02dc,Edward Ng
caadria1999_02dc,Lam-Khee Poh
caadria1999_02dc,Wu Wei
caadria1999_02dc,Takehiko Nagakura
caadria1999_093a,Ding Wowo
caadria1999_093a,Zhang Lei
caadria1999_0b84,Andrés Gómez De Silva Garza
caadria1999_0b84,Mary Lou Maher
caadria1999_0e56,John S. Gero
caadria1999_0e56,Xiao-Guang Shi
caadria1999_130b,Ying-Hsiu Huang
caadria1999_1873,Guohua Ji
caadria1999_1873,Jinlong Feng
caadria1999_2309,Huang Yan
caadria1999_2309,Wang Gu
caadria1999_2690,Mao-Lin Chiu
caadria1999_2874,Yunhe Pan
caadria1999_3033,Rivka Oxman
caadria1999_3033,E. Golan
caadria1999_3033,E. Nir
caadria1999_3033,D. Brainin
caadria1999_36d3,Jonas Af Klercker
caadria1999_38cf,Paul Murty
caadria1999_38cf,Scott C. Chase
caadria1999_38cf,Joseph Nappa
caadria1999_399e,Atsuko Kaga
caadria1999_399e,Kimio Nakahama
caadria1999_399e,Shiro Hamada
caadria1999_399e,Shigeyuki Yamaguchi
caadria1999_399e,H. Yamanishi
caadria1999_399e,Tsuyoshi Sasada
caadria1999_3e4c,Litian Xiao
caadria1999_3e4c,Xueying Hao
caadria1999_422f,Mitsuo Morozumi
caadria1999_422f,Yasuhiro Shounai
caadria1999_422f,Riken Homma
caadria1999_422f,Kazuhisa Iki
caadria1999_422f,Yuji Murakami
caadria1999_4827,Tsuyoshi Sasada
caadria1999_49fe,Andrew I-Kang Li
caadria1999_5169,Cristiano Ceccato
caadria1999_5377,John Hamilton Frazer
caadria1999_5377,Ming-Xi Tang
caadria1999_5377,S. Jian
caadria1999_57b7,Jan Dijkstra
caadria1999_57b7,Harry J.P. Timmermans
caadria1999_6384,David Kurmann
caadria1999_63ad,Chao-Jen Wang
caadria1999_6641,John S. Gero
caadria1999_6641,Hsien-Hui Tang
caadria1999_69f5,Chiu-Shui Chan
caadria1999_69f5,John Maves
caadria1999_69f5,Carolina Cruz-Neira
caadria1999_6a42,Sung–ho Woo
caadria1999_6a42,Eunjoo Lee
caadria1999_6a42,Tsuyoshi Sasada
caadria1999_6be9,Haoxu Guo
caadria1999_70e3,Yong-Seong Kim
caadria1999_722c,John S. Gero
caadria1999_8ac3,Naai Jung Shih
caadria1999_8ac3,Chih-Hsiang Yang
caadria1999_8c4f,Samir S. Emdanat
caadria1999_8c4f,Emmanuel-George Vakalo
caadria1999_91fd,Jie Wu
caadria1999_91fd,Jingwen Gu
caadria1999_9480,Jeff W.T. Kan
caadria1999_9480,Benny Chow
caadria1999_9480,Jin-Yeu Tsou
caadria1999_9745,Giovanni De Paoli
caadria1999_9745,Marius Bogdan
caadria1999_9cf4,Chiu-Shui Chan
caadria1999_9cf4,Lewis Hill
caadria1999_9cf4,Carolina Cruz-Neira
caadria1999_aa44,Bob Martens
caadria1999_aa44,Andreas Voigt
caadria1999_ab77,Kazuhisa Iki
caadria1999_ab77,Sadayuki Shimoda
caadria1999_ab77,Naoya Kumadaki
caadria1999_ab77,Riken Homma
caadria1999_acac,Chiu-Shui Chan
caadria1999_acac,Todd R. Browning
caadria1999_add2,Peng-Whai Won
caadria1999_b578,Norihiro Kawasumi
caadria1999_b578,Shigeyuki Yamaguchi
caadria1999_c408,Urs Hirschberg
caadria1999_c408,Gerhard Schmitt
caadria1999_c408,David Kurmann
caadria1999_c408,Branko Kolarevic
caadria1999_c408,B. Johnson
caadria1999_c408,D. Donath
caadria1999_d14b,Cheng-Yuan Lin
caadria1999_d43d,Dazhong Yu
caadria1999_f23c,Sadayuki Shimoda
caadria1999_f23c,Kazuhisa Iki
caadria1999_f23c,Naoya Kumadaki
caadria1999_f23c,Yusuke Takegawa
caadria1999_fd25,Riken Homma
caadria1999_fd25,Kazuhisa Iki
caadria1999_fd25,Mitsuo Morozumi
caadria1999_fd25,T. Morisaki
