source,target
caadria1998_0471,Dean Bruton
caadria1998_203b,Wassim M. Jabi
caadria1998_215e,Rui-Yuan Bai
caadria1998_215e,Yu-Tung Liu
caadria1998_2539,Herman Neuckermans
caadria1998_2539,T. De Ridder
caadria1998_2539,B. Geebelen
caadria1998_280e,Taeyeol Park
caadria1998_280e,Valerian Miranda
caadria1998_2d0a,Urs Hirschberg
caadria1998_40f8,Eunjoo Lee
caadria1998_40f8,Sung–ho Woo
caadria1998_40f8,Yasuhiko Shiosaka
caadria1998_40f8,Tsuyoshi Sasada
caadria1998_4233,Alan K. Day
caadria1998_4233,Antony Radford
caadria1998_43e5,Chun-Heng Ho
caadria1998_489a,Kevin Matthews
caadria1998_489a,Stephen Duff
caadria1998_489a,Donald Corner
caadria1998_4d85,Yuichi Shimokawa
caadria1998_4d85,Mitsuo Morozumi
caadria1998_4d85,Kazuhisa Iki
caadria1998_4d85,Riken Homma
caadria1998_4f8e,Chris Yeung
caadria1998_4f8e,Carmen Kan
caadria1998_4f8e,John Bradford
caadria1998_4f8e,Richard Wong
caadria1998_602d,Rivka Oxman
caadria1998_602d,Oren Shaphir
caadria1998_602d,Michal Yukla
caadria1998_64c9,Mark E. Dannettel
caadria1998_64c9,Vito Bertin
caadria1998_660f,Sung–ho Woo
caadria1998_660f,Tsuyoshi Sasada
caadria1998_6c98,Jin-Yeu Tsou
caadria1998_6cfc,Johnson Brian R.
caadria1998_6cfc,Marietta S. Millet
caadria1998_6db8,Kazuhisa Iki
caadria1998_6db8,Sadayuki Shimoda
caadria1998_6db8,T. Miyazaki
caadria1998_6db8,Riken Homma
caadria1998_6df0,Kiichiro Komatsu
caadria1998_6df0,Shun Watanabe
caadria1998_6fdf,Samir S. Emdanat
caadria1998_6fdf,Emmanuel-George Vakalo
caadria1998_82dd,Cheng-Jui Wang
caadria1998_873d,Mao-Lin Chiu
caadria1998_873d,Ju-Hung Lan
caadria1998_88c3,Nabeel A. Koshak
caadria1998_88c3,Mark D. Gross
caadria1998_8a40,Branko Kolarevic
caadria1998_8dae,Riken Homma
caadria1998_8dae,Mitsuo Morozumi
caadria1998_8dae,Kazuhisa Iki
caadria1998_8f60,Tomohiro Fukuda
caadria1998_8f60,Nagahama R.
caadria1998_8f60,Tsuyoshi Sasada
caadria1998_a037,Z. Aygen
caadria1998_a037,U. Flemming
caadria1998_a06a,Jingwen Gu
caadria1998_a06a,Guanghui Xie
caadria1998_a635,Gerhard Schmitt
caadria1998_a787,Atsuko Kaga
caadria1998_a787,Yoshiki Shimazu
caadria1998_a787,Tomotaka Yamauchi
caadria1998_a787,Hironobu Ishihara
caadria1998_a787,Tsuyoshi Sasada
caadria1998_a8dc,Barry F. Will
caadria1998_a8dc,Siu-Pan Li
caadria1998_a8dc,Sang-Kwai LEUNG
caadria1998_a8dc,Yuk-Fung Lee
caadria1998_aa52,Mao-Lin Chiu
caadria1998_aac0,Renato Garcia
caadria1998_ab2e,Nancy Yen-Wen Cheng
caadria1998_abed,John Hamilton Frazer
caadria1998_abed,Ming-Xi Tang
caadria1998_acdf,Jan Dijkstra
caadria1998_acdf,Harry J.P. Timmermans
caadria1998_acdf,Walther Roelen
caadria1998_aeb8,Shen-Guan Shih
caadria1998_aeb8,Tsung-Pao Hu
caadria1998_c304,T. Barber
caadria1998_c304,Raid Hanna
caadria1998_c5bc,Mina Popova
caadria1998_c837,Jia-Her Lee
caadria1998_c9b5,Lihua Wang
caadria1998_c9b5,Ichiro Umeki
caadria1998_c9b5,Tsuyoshi Sasada
caadria1998_cd26,Ganapathy Mahalingam
caadria1998_cf9d,Chris Yeung
caadria1998_cf9d,Lesley Cheung
caadria1998_cf9d,Jerome Yen
caadria1998_cf9d,Charles Cheng
caadria1998_cfad,David Kurmann
caadria1998_e122,Soo-Hoon Park
caadria1998_e122,John S. Gero
caadria1998_e17e,Yu-Tung Liu
caadria1998_e380,Thomas W. Maver
caadria1998_e89e,Norihiro Kawasumi
caadria1998_e89e,Shigeyuki Yamaguchi
caadria1998_eb16,Rabee M. Reffat
caadria1998_eb16,John S. Gero
caadria1998_ee24,Sheng-Fen Chien
caadria1998_ee24,Magd Donia
caadria1998_ee24,James D. Snyder
caadria1998_ee24,Wen-Jaw Tsai
caadria1999_02dc,Edward Ng
caadria1999_02dc,Lam-Khee Poh
caadria1999_02dc,Wu Wei
caadria1999_02dc,Takehiko Nagakura
caadria1999_093a,Ding Wowo
caadria1999_093a,Zhang Lei
caadria1999_0b84,Andrés Gómez De Silva Garza
caadria1999_0b84,Mary Lou Maher
caadria1999_0e56,John S. Gero
caadria1999_0e56,Xiao-Guang Shi
caadria1999_130b,Ying-Hsiu Huang
caadria1999_1873,Guohua Ji
caadria1999_1873,Jinlong Feng
caadria1999_2309,Huang Yan
caadria1999_2309,Wang Gu
caadria1999_2690,Mao-Lin Chiu
caadria1999_2874,Yunhe Pan
caadria1999_3033,Rivka Oxman
caadria1999_3033,E. Golan
caadria1999_3033,E. Nir
caadria1999_3033,D. Brainin
caadria1999_36d3,Jonas Af Klercker
caadria1999_38cf,Paul Murty
caadria1999_38cf,Scott C. Chase
caadria1999_38cf,Joseph Nappa
caadria1999_399e,Atsuko Kaga
caadria1999_399e,Kimio Nakahama
caadria1999_399e,Shiro Hamada
caadria1999_399e,Shigeyuki Yamaguchi
caadria1999_399e,H. Yamanishi
caadria1999_399e,Tsuyoshi Sasada
caadria1999_3e4c,Litian Xiao
caadria1999_3e4c,Xueying Hao
caadria1999_422f,Mitsuo Morozumi
caadria1999_422f,Yasuhiro Shounai
caadria1999_422f,Riken Homma
caadria1999_422f,Kazuhisa Iki
caadria1999_422f,Yuji Murakami
caadria1999_4827,Tsuyoshi Sasada
caadria1999_49fe,Andrew I-Kang Li
caadria1999_5169,Cristiano Ceccato
caadria1999_5377,John Hamilton Frazer
caadria1999_5377,Ming-Xi Tang
caadria1999_5377,S. Jian
caadria1999_57b7,Jan Dijkstra
caadria1999_57b7,Harry J.P. Timmermans
caadria1999_6384,David Kurmann
caadria1999_63ad,Chao-Jen Wang
caadria1999_6641,John S. Gero
caadria1999_6641,Hsien-Hui Tang
caadria1999_69f5,Chiu-Shui Chan
caadria1999_69f5,John Maves
caadria1999_69f5,Carolina Cruz-Neira
caadria1999_6a42,Sung–ho Woo
caadria1999_6a42,Eunjoo Lee
caadria1999_6a42,Tsuyoshi Sasada
caadria1999_6be9,Haoxu Guo
caadria1999_70e3,Yong-Seong Kim
caadria1999_722c,John S. Gero
caadria1999_8ac3,Naai Jung Shih
caadria1999_8ac3,Chih-Hsiang Yang
caadria1999_8c4f,Samir S. Emdanat
caadria1999_8c4f,Emmanuel-George Vakalo
caadria1999_91fd,Jie Wu
caadria1999_91fd,Jingwen Gu
caadria1999_9480,Jeff W.T. Kan
caadria1999_9480,Benny Chow
caadria1999_9480,Jin-Yeu Tsou
caadria1999_9745,Giovanni De Paoli
caadria1999_9745,Marius Bogdan
caadria1999_9cf4,Chiu-Shui Chan
caadria1999_9cf4,Lewis Hill
caadria1999_9cf4,Carolina Cruz-Neira
caadria1999_aa44,Bob Martens
caadria1999_aa44,Andreas Voigt
caadria1999_ab77,Kazuhisa Iki
caadria1999_ab77,Sadayuki Shimoda
caadria1999_ab77,Naoya Kumadaki
caadria1999_ab77,Riken Homma
caadria1999_acac,Chiu-Shui Chan
caadria1999_acac,Todd R. Browning
caadria1999_add2,Peng-Whai Won
caadria1999_b578,Norihiro Kawasumi
caadria1999_b578,Shigeyuki Yamaguchi
caadria1999_c408,Urs Hirschberg
caadria1999_c408,Gerhard Schmitt
caadria1999_c408,David Kurmann
caadria1999_c408,Branko Kolarevic
caadria1999_c408,B. Johnson
caadria1999_c408,D. Donath
caadria1999_d14b,Cheng-Yuan Lin
caadria1999_d43d,Dazhong Yu
caadria1999_f23c,Sadayuki Shimoda
caadria1999_f23c,Kazuhisa Iki
caadria1999_f23c,Naoya Kumadaki
caadria1999_f23c,Yusuke Takegawa
caadria1999_fd25,Riken Homma
caadria1999_fd25,Kazuhisa Iki
caadria1999_fd25,Mitsuo Morozumi
caadria1999_fd25,T. Morisaki
caadria2000_047e,Chien-Hui Wong
caadria2000_04ef,Jingwen Gu
caadria2000_04ef,Xiaosheng Huang
caadria2000_04ef,D. Shen
caadria2000_04ef,Guojian Wang
caadria2000_04ef,James Lee
caadria2000_0cb1,Bharat Dave
caadria2000_0d08,Atsuko Kaga
caadria2000_0d08,Kimio Nakahama
caadria2000_0d08,Shigeyuki Yamaguchi
caadria2000_0d08,T. Jyozen
caadria2000_0d08,Sooyeon Oh
caadria2000_0d08,Tsuyoshi Sasada
