source,target
caadria2001_00f7,Gregory J Smith
caadria2001_00f7,John S. Gero
caadria2001_0657,Mitsuo Morozumi
caadria2001_0657,Riken Homma
caadria2001_0657,Yasuhiro Shounai
caadria2001_0657,Shigeyuki Yamaguchi
caadria2001_0657,Norihiro Kawasumi
caadria2001_0b74,Benny Chow
caadria2001_0b74,Selina Lam
caadria2001_0b74,Jin-Yeu Tsou
caadria2001_0f2b,Andre Brown
caadria2001_0f2b,Michael W. Knight
caadria2001_13b3,Jos P. Van Leeuwen
caadria2001_13b3,A.J. Jessurun
caadria2001_1409,Ying-Tzu Lin
caadria2001_1409,Mao-Lin Chiu
caadria2001_1445,Luisa G. Caldas
caadria2001_1445,João Rocha
caadria2001_1543,Rohan O. Bailey
caadria2001_18ea,Patrick Janssen
caadria2001_18ea,John Hamilton Frazer
caadria2001_18ea,Ming-Xi Tang
caadria2001_1906,Neander F. Silva
caadria2001_1a29,Hyun-Kyung Kim
caadria2001_1a29,Hyun Soo Lee
caadria2001_1a29,Jin-Won Choi
caadria2001_1a29,Myung-Eun Cho
caadria2001_1a29,Mijeong Kim
caadria2001_1b3f,Maria Papanikolaou
caadria2001_2411,Sheng-Chih Chen
caadria2001_2538,Rob Saunders
caadria2001_2538,John S. Gero
caadria2001_355e,Ma-Rie Kim
caadria2001_355e,S. Cho
caadria2001_355e,S. Lee
caadria2001_355e,Chaeshin Yoon
caadria2001_3af8,Chia Hsun Lee
caadria2001_3af8,Chen-Chen Pang
caadria2001_3af8,Taysheng Jeng
caadria2001_3f21,D. Donath
caadria2001_3f21,Thorsten M. Loemker
caadria2001_3f21,Katharina Richter
caadria2001_4b30,Ahmad Rafi
caadria2001_4b30,J. Mohd Fazidin
caadria2001_4c36,Hsien-Hui Tang
caadria2001_4c36,John S. Gero
caadria2001_5779,Yasser S. Osman
caadria2001_5a98,Ching-Hui Huang
caadria2001_5cc3,Davood Chitchian
caadria2001_5cc3,Jan Heeling
caadria2001_5d0d,Ayca Tuzmen
caadria2001_657b,Theodor G. Wyeld
caadria2001_657b,Robert F. Woodbury
caadria2001_657b,S.J. Shannon
caadria2001_67fa,Sambit Datta
caadria2001_67fa,Robert F. Woodbury
caadria2001_6b40,Ying-Hsiu Huang
caadria2001_6b40,Yu-Tung Liu
caadria2001_6b40,Cheng-Yuan Lin
caadria2001_6b40,Yi- Ting Chen
caadria2001_6b40,Yu-Chen Chiu
caadria2001_6b40,Sooyeon Oh
caadria2001_6b40,Atsuko Kaga
caadria2001_6b40,Tsuyoshi Sasada
caadria2001_6bd9,Mary Lou Maher
