source,target
caadria1996_0ed4,Haruyuki Kusama
caadria1996_0ed4,Tomohiro Fukuda
caadria1996_0ed4,Jae Wan Park
caadria1996_0ed4,Tsuyoshi Sasada
caadria1996_22fd,Wen Huey Chou
caadria1996_2790,Mon-Chu Chen
caadria1996_4094,Milton Tan
caadria1996_4171,John S. Gero
caadria1996_4171,Mary Lou Maher
caadria1996_418a,Inhan Kim
caadria1996_44a3,Tie Gang Shen
caadria1996_4fee,Hou I Chen
caadria1996_4fee,Shuenn Ren Liou
caadria1996_6063,Nancy Yen-Wen Cheng
caadria1996_6097,Yu-Tung Liu
caadria1996_616a,Wei Ming Shih
caadria1996_616a,Ming Chuen Chuang
caadria1996_664c,Tie Gang Shen
caadria1996_6ab6,Mary Lou Maher
caadria1996_6ab6,James Rutherford
caadria1996_6ab6,John S. Gero
caadria1996_6e0f,Laurence Goldstein
caadria1996_6f13,Mitsuo Morozumi
caadria1996_6f13,Tomonori Hamada
caadria1996_6f13,Yuichi Shimokawa
caadria1996_6f13,Kazuhisa Iki
caadria1996_80fb,Sung–ho Woo
caadria1996_80fb,Yoshihide Takenaka
caadria1996_80fb,Tsuyoshi Sasada
caadria1996_88a2,Lei Zhang
caadria1996_88f4,Sheng Fu
caadria1996_88f4,Hujun Bao
caadria1996_88f4,Qunsheng Peng
caadria1996_89ca,Renato Garcia
caadria1996_8a8f,June-Hao Hou
caadria1996_8b8d,Bob Martens
caadria1996_8b8d,Andreas Voigt
caadria1996_8b8d,Helena Linzer
caadria1996_8c8d,Andrew I-Kang Li
caadria1996_8c8d,Jin-Yeu Tsou
caadria1996_ab45,Jingwen Gu
caadria1996_acd7,Shing Yueh
caadria1996_af76,Waycal C.H. Wong
caadria1996_af76,Barry F. Will
caadria1996_c20d,Zhao Ji Wie
caadria1996_c2ab,Mao-Lin Chiu
caadria1996_c71c,Jian Cheng Li
caadria1996_ca47,Shu Wan Lee
caadria1996_e2c4,Claude Comair
caadria1996_e2c4,Atsuko Kaga
caadria1996_e2c4,Tsuyoshi Sasada
caadria1996_e7e0,Shun Watanabe
caadria1997_01e7,Thomas Kvan
caadria1997_02c5,Feng Tyan Lin
caadria1997_02c5,Hung Hsiang Wang
caadria1997_0358,Sung–ho Woo
caadria1997_0358,Eunjoo Lee
caadria1997_0358,Tsuyoshi Sasada
caadria1997_0358,Inhan Kim
caadria1997_041e,Theodore W. Hall
caadria1997_058d,Chris Yeung
caadria1997_058d,John Bradford
caadria1997_058d,Eric So
caadria1997_058d,Guyver Cheng
caadria1997_0627,Jan Dijkstra
caadria1997_0627,Harry J.P. Timmermans
caadria1997_0ec6,Naai Jung Shih
caadria1997_2064,Yuji Murakami
caadria1997_2064,Mitsuo Morozumi
caadria1997_2064,Katsuhiro Iino
caadria1997_2064,Riken Homma
caadria1997_2064,Kazuhisa Iki
caadria1997_2423,Mitsuo Morozumi
caadria1997_2423,Masayuki Takahasi
caadria1997_2423,Ryusuke Naka
caadria1997_2423,Norihiro Kawasumi
caadria1997_2423,Riken Homma
caadria1997_2423,William J. Mitchell
caadria1997_2423,Shigeyuki Yamaguchi
caadria1997_2423,Kazuhisa Iki
caadria1997_2470,Feng Tyen Lin
caadria1997_2470,Hong Sheng Cheng
caadria1997_24f4,Atsuko Kaga
caadria1997_24f4,Claude Comair
caadria1997_24f4,Tsuyoshi Sasada
caadria1997_2698,Sheng-Fen Chien
caadria1997_2698,Ulrich Flemming
caadria1997_2b38,John Bradford
caadria1997_2b38,Richard Wong
caadria1997_2b38,C.S.K. Yeung
caadria1997_41be,Kiichiro Komatsu
caadria1997_41be,Nobutaka Kanda
caadria1997_4278,John Hamilton Frazer
caadria1997_460e,Mark E. Dannettel
caadria1997_4925,J. Poon
caadria1997_4925,Mary Lou Maher
caadria1997_498a,Ardeshir Mahdavi
caadria1997_4a30,Mao-Lin Chiu
caadria1997_4b42,Mark Burry
caadria1997_4b7c,Peter Schumacher
caadria1997_4b7c,Antony Radford
caadria1997_4d75,Robert F. Woodbury
caadria1997_4d75,Teng-Wen Chang
caadria1997_4e85,Sambit Datta
caadria1997_4e85,Teng-Wen Chang
caadria1997_4e85,Robert F. Woodbury
caadria1997_618f,Riken Homma
caadria1997_618f,M. Matsumoto
caadria1997_618f,Mitsuo Morozumi
caadria1997_618f,Kazuhisa Iki
caadria1997_6594,Samir S. Emdanat
caadria1997_6594,Emmanuel-George Vakalo
caadria1997_6731,John S. Gero
caadria1997_6731,Soo-Hoon Park
caadria1997_673a,Tomohiro Fukuda
caadria1997_673a,Ryuichiro Nagahama
caadria1997_673a,Tsuyoshi Sasada
caadria1997_85db,Siu Pan Thomas Li
caadria1997_85db,Barry F. Will
caadria1997_873a,Edward Ng
caadria1997_8b25,Ellen Yi-Luen Do
caadria1997_8b25,Mark D. Gross
caadria1997_a92b,Branko Kolarevic
caadria1997_a9f5,Mary Lou Maher
caadria1997_a9ff,Shang-Chia Chiou
caadria1997_a9ff,Ramesh Krishnamurti
caadria1997_ab09,Ra’ed Qaqish
caadria1997_ab09,Raid Hanna
caadria1997_abf6,Ming Hung Wang
caadria1997_abf6,Jung Hua Chu
caadria1997_c0ac,P.W. Wormald
caadria1997_c5a0,John Bradford
caadria1997_c5a0,W.S. Wong
caadria1997_c5a0,A.H.F. Tang
caadria1997_c5a0,C.S.K. Yeung
caadria1997_c6ea,Benny Chow
caadria1997_ccc0,Gwenda Braithwaite
caadria1997_ccc0,Antony Radford
caadria1997_ccc0,Eleanor Huang
caadria1997_ccc0,Teng-Wen Chang
caadria1997_ccc0,David Jones
caadria1997_ccc0,Robert F. Woodbury
caadria1997_ccc0,Ray Sweeting
caadria1997_cda8,John S. Gero
caadria1997_cda8,Myung Yeol Cha
caadria1997_e405,William J. Mitchell
caadria1997_e7ff,Ali M. Malkawi
caadria1997_e7ff,Emmanuel-George Vakalo
caadria1997_e7ff,Samir S. Emdanat
caadria1997_e82c,Ardeshir Mahdavi
caadria1997_e82c,Paul Mathew
caadria1997_e82c,Nyuk-Hien Wong
caadria1997_e82f,A Scott Howe
caadria1997_ed09,Teng-Wen Chang
caadria1997_ed09,Robert F. Woodbury
