source,target
caadria1996_0ed4,Haruyuki Kusama
caadria1996_0ed4,Tomohiro Fukuda
caadria1996_0ed4,Jae Wan Park
caadria1996_0ed4,Tsuyoshi Sasada
caadria1996_22fd,Wen Huey Chou
caadria1996_2790,Mon-Chu Chen
caadria1996_4094,Milton Tan
caadria1996_4171,John S. Gero
caadria1996_4171,Mary Lou Maher
caadria1996_418a,Inhan Kim
caadria1996_44a3,Tie Gang Shen
caadria1996_4fee,Hou I Chen
caadria1996_4fee,Shuenn Ren Liou
caadria1996_6063,Nancy Yen-Wen Cheng
caadria1996_6097,Yu-Tung Liu
caadria1996_616a,Wei Ming Shih
caadria1996_616a,Ming Chuen Chuang
caadria1996_664c,Tie Gang Shen
caadria1996_6ab6,Mary Lou Maher
caadria1996_6ab6,James Rutherford
caadria1996_6ab6,John S. Gero
caadria1996_6e0f,Laurence Goldstein
caadria1996_6f13,Mitsuo Morozumi
caadria1996_6f13,Tomonori Hamada
caadria1996_6f13,Yuichi Shimokawa
caadria1996_6f13,Kazuhisa Iki
caadria1996_80fb,Sung–ho Woo
caadria1996_80fb,Yoshihide Takenaka
caadria1996_80fb,Tsuyoshi Sasada
caadria1996_88a2,Lei Zhang
caadria1996_88f4,Sheng Fu
caadria1996_88f4,Hujun Bao
caadria1996_88f4,Qunsheng Peng
caadria1996_89ca,Renato Garcia
caadria1996_8a8f,June-Hao Hou
caadria1996_8b8d,Bob Martens
caadria1996_8b8d,Andreas Voigt
caadria1996_8b8d,Helena Linzer
caadria1996_8c8d,Andrew I-Kang Li
caadria1996_8c8d,Jin-Yeu Tsou
caadria1996_ab45,Jingwen Gu
caadria1996_acd7,Shing Yueh
caadria1996_af76,Waycal C.H. Wong
caadria1996_af76,Barry F. Will
caadria1996_c20d,Zhao Ji Wie
caadria1996_c2ab,Mao-Lin Chiu
caadria1996_c71c,Jian Cheng Li
caadria1996_ca47,Shu Wan Lee
caadria1996_e2c4,Claude Comair
caadria1996_e2c4,Atsuko Kaga
caadria1996_e2c4,Tsuyoshi Sasada
caadria1996_e7e0,Shun Watanabe
